season_end,Player,Age,Tm,GP,W,L,W_PCT,MP,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,PER,WS,OWS,DWS,WS/48,BPM,VORP,PLAYER_ID,TEAM_ID
2024,Fred VanVleet,30.0,HOU,73,38,35,0.521,2684.4266666666667,423,1018,227,586,197,229,33,245,278,589,101,59,126,1270,0.568,0.5756385068762279,0.224950884086444,0.012,0.089,0.05,0.312,,0.194,,,,,,,,1627832,1610612745
2024,Furkan Korkmaz,26.0,PHI,35,22,13,0.629,299.9266666666667,30,76,14,40,14,20,4,26,30,25,14,3,10,88,0.519,0.5263157894736842,0.2631578947368421,0.013,0.087,0.049,0.108,,0.126,,,,,,,,1627788,1610612755
2024,GG Jackson,19.0,MEM,48,14,34,0.292,1233.165,241,563,102,286,115,153,53,143,196,59,28,24,65,699,0.554,0.5079928952042628,0.27175843694493784,0.04,0.114,0.076,0.082,,0.238,,,,,,,,1641713,1610612763
2024,Gabe Vincent,28.0,LAL,11,7,4,0.636,217.635,15,49,3,28,1,2,4,5,9,21,9,0,5,34,0.341,0.5714285714285714,0.04081632653061224,0.019,0.022,0.02,0.126,,0.105,,,,,,,,1629216,1610612747
2024,Garrett Temple,38.0,TOR,27,5,22,0.185,288.75333333333333,29,78,12,40,18,22,18,27,45,28,12,3,14,88,0.502,0.5128205128205128,0.28205128205128205,0.058,0.093,0.075,0.14,,0.147,,,,,,,,202066,1610612761
2024,Garrison Mathews,27.0,ATL,66,29,37,0.439,992.1216666666667,103,226,85,193,34,42,17,75,92,37,20,8,19,325,0.665,0.8539823008849557,0.18584070796460178,0.017,0.079,0.047,0.049,,0.11,,,,,,,,1629726,1610612737
2024,Gary Harris,29.0,ORL,54,35,19,0.648,1297.3466666666666,131,297,76,205,34,45,24,67,91,87,49,14,31,372,0.587,0.6902356902356902,0.15151515151515152,0.019,0.055,0.037,0.09,,0.114,,,,,,,,203914,1610612753
2024,Gary Payton II,31.0,GSW,44,27,17,0.614,679.9,103,183,20,55,14,23,46,67,113,48,39,18,27,240,0.621,0.3005464480874317,0.12568306010928962,0.066,0.097,0.081,0.094,,0.13,,,,,,,,1627780,1610612744
2024,Gary Trent Jr.,25.0,TOR,71,24,47,0.338,1993.5983333333334,361,847,178,453,74,96,25,163,188,119,77,10,47,974,0.548,0.5348288075560803,0.11334120425029516,0.012,0.083,0.047,0.084,,0.195,,,,,,,,1629018,1610612761
2024,Georges Niang,31.0,CLE,82,48,34,0.585,1831.125,284,632,149,396,51,60,22,256,278,98,30,18,72,768,0.583,0.6265822784810127,0.0949367088607595,0.012,0.138,0.076,0.075,,0.173,,,,,,,,1627777,1610612739
2024,Giannis Antetokounmpo,29.0,MIL,73,45,28,0.616,2567.2433333333333,837,1369,34,124,514,782,196,645,841,476,87,79,250,2222,0.649,0.09057706355003653,0.5712198685171658,0.077,0.237,0.159,0.314,,0.32,,,,,,,,203507,1610612749
2024,Goga Bitadze,24.0,ORL,62,34,28,0.548,957.0866666666667,126,209,2,14,57,87,109,177,286,79,32,72,44,311,0.629,0.06698564593301436,0.41626794258373206,0.11,0.187,0.148,0.117,,0.129,,,,,,,,1629048,1610612753
2024,Gordon Hayward,34.0,OKC,51,25,26,0.49,1245.25,187,403,37,90,89,120,38,143,181,158,40,13,66,500,0.548,0.22332506203473945,0.2977667493796526,0.03,0.116,0.072,0.17,,0.175,,,,,,,,202330,1610612760
2024,Gradey Dick,20.0,TOR,60,18,42,0.3,1267.6683333333333,189,445,88,241,44,51,27,105,132,68,34,2,50,510,0.546,0.5415730337078651,0.1146067415730337,0.02,0.085,0.051,0.078,,0.167,,,,,,,,1641711,1610612761
2024,Grant Williams,25.0,CHA,76,34,42,0.447,2129.56,276,605,126,336,106,140,86,232,318,174,44,39,109,784,0.588,0.5553719008264463,0.23140495867768596,0.04,0.11,0.075,0.114,,0.157,,,,,,,,1629684,1610612766
2024,Grayson Allen,28.0,PHX,75,45,30,0.6,2513.3,340,682,205,445,129,147,48,247,295,227,69,45,95,1014,0.679,0.6524926686217009,0.2155425219941349,0.021,0.094,0.059,0.117,,0.143,,,,,,,,1628960,1610612756
2024,Greg Brown III,22.0,DAL,6,3,3,0.5,39.74333333333333,5,11,1,3,4,9,3,6,9,4,0,4,4,15,0.501,0.2727272727272727,0.8181818181818182,0.064,0.122,0.094,0.138,,0.178,,,,,,,,1630535,1610612742
2024,Gui Santos,22.0,GSW,23,17,6,0.739,192.09,28,55,10,27,16,17,17,32,49,14,4,2,7,82,0.656,0.4909090909090909,0.3090909090909091,0.079,0.153,0.115,0.097,,0.142,,,,,,,,1630611,1610612744
2024,Hamidou Diallo,25.0,WAS,2,1,1,0.5,4.75,1,2,0,0,0,0,2,0,2,1,2,0,1,2,0.5,0.0,0.0,0.182,0.0,0.125,0.333,,0.188,,,,,,,,1628977,1610612764
2024,Harrison Barnes,32.0,SAC,82,46,36,0.561,2380.87,347,732,149,385,157,196,67,182,249,99,54,12,58,1000,0.611,0.5259562841530054,0.2677595628415301,0.027,0.079,0.052,0.056,,0.154,,,,,,,,203084,1610612758
2024,Harry Giles III,26.0,LAL,23,11,12,0.478,99.92,23,50,3,14,7,13,12,18,30,6,2,3,6,56,0.503,0.28,0.26,0.103,0.178,0.138,0.088,,0.233,,,,,,,,1628385,1610612747
2024,Haywood Highsmith,27.0,MIA,66,39,27,0.591,1365.835,153,329,76,192,23,36,65,145,210,70,53,30,34,405,0.587,0.5835866261398176,0.1094224924012158,0.048,0.107,0.078,0.074,,0.121,,,,,,,,1629312,1610612748
2024,Henri Drell,24.0,CHI,4,2,2,0.5,29.916666666666668,4,10,2,6,1,2,1,3,4,4,2,1,2,11,0.506,0.6,0.2,0.029,0.111,0.065,0.154,,0.155,,,,,,,,1630929,1610612741
2024,Herbert Jones,25.0,NOP,76,46,30,0.605,2321.4283333333333,293,588,114,273,137,158,74,198,272,199,105,62,93,837,0.636,0.4642857142857143,0.2687074829931973,0.033,0.084,0.059,0.112,,0.141,,,,,,,,1630529,1610612740
2024,Hunter Tyson,24.0,DEN,18,14,4,0.778,47.97666666666667,8,20,4,14,0,0,1,8,9,2,1,0,2,20,0.5,0.7,0.0,0.022,0.148,0.09,0.059,,0.186,,,,,,,,1641816,1610612743
2024,Ibou Badji,21.0,POR,22,5,17,0.227,225.81833333333333,14,22,0,0,6,12,20,31,51,13,3,20,15,34,0.623,0.0,0.5454545454545454,0.081,0.14,0.109,0.088,,0.079,,,,,,,,1630641,1610612757
2024,Immanuel Quickley,25.0,TOR,68,28,40,0.412,1985.3366666666666,388,894,171,433,209,245,17,242,259,331,50,10,101,1156,0.577,0.4843400447427293,0.2740492170022371,0.008,0.12,0.064,0.245,,0.233,,,,,,,,1630193,1610612761
2024,Isaac Okoro,23.0,CLE,69,41,28,0.594,1887.0566666666666,235,480,84,215,93,137,67,139,206,132,57,34,54,647,0.599,0.4479166666666667,0.28541666666666665,0.036,0.072,0.054,0.095,,0.136,,,,,,,,1630171,1610612739
2024,Isaiah Hartenstein,26.0,NYK,75,47,28,0.627,1896.3483333333334,235,365,1,3,111,157,244,382,626,188,87,85,93,582,0.67,0.00821917808219178,0.4301369863013699,0.129,0.201,0.165,0.127,,0.116,,,,,,,,1628392,1610612752
2024,Isaiah Jackson,22.0,IND,60,37,23,0.617,770.905,155,233,0,4,73,102,94,144,238,50,34,61,39,383,0.689,0.017167381974248927,0.43776824034334766,0.121,0.187,0.154,0.085,,0.165,,,,,,,,1630543,1610612754
2024,Isaiah Joe,24.0,OKC,78,54,24,0.692,1444.8666666666666,222,485,147,353,45,52,32,148,180,99,46,22,47,636,0.626,0.7278350515463917,0.10721649484536082,0.022,0.098,0.061,0.093,,0.157,,,,,,,,1630198,1610612760
2024,Isaiah Livers,25.0,DET,23,1,22,0.043,469.39666666666665,40,116,22,77,12,18,15,33,48,25,13,5,16,114,0.46,0.6637931034482759,0.15517241379310345,0.03,0.073,0.05,0.071,,0.122,,,,,,,,1630587,1610612765
2024,Isaiah Mobley,24.0,CLE,10,2,8,0.2,71.92166666666667,10,24,3,10,0,1,3,7,10,6,2,0,2,23,0.471,0.4166666666666667,0.041666666666666664,0.041,0.115,0.074,0.14,,0.16,,,,,,,,1630600,1610612739
2024,Isaiah Stewart,23.0,DET,46,9,37,0.196,1422.8166666666666,186,382,67,175,64,85,74,231,305,73,17,38,66,503,0.6,0.4581151832460733,0.22251308900523561,0.053,0.161,0.107,0.069,,0.143,,,,,,,,1630191,1610612765
2024,Isaiah Thomas,35.0,PHX,6,4,2,0.667,19.383333333333333,3,10,2,4,0,0,0,0,0,3,0,0,0,8,0.4,0.4,0.0,0.0,0.0,0.0,0.25,,0.227,,,,,,,,202738,1610612756
2024,Isaiah Wong,23.0,IND,1,1,0,1.0,4.283333333333333,1,3,0,1,0,0,0,0,0,0,0,0,0,2,0.333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,0.375,,,,,,,,1631209,1610612754
2024,Ish Smith,35.0,CHA,43,6,37,0.14,740.8466666666667,66,158,4,8,3,4,11,65,76,145,17,4,47,139,0.435,0.05063291139240506,0.02531645569620253,0.014,0.094,0.051,0.268,,0.119,,,,,,,,202397,1610612766
2024,Ish Wainright,29.0,PHX,11,2,9,0.182,62.39,7,24,7,20,2,2,3,11,14,1,4,1,2,23,0.462,0.8333333333333334,0.08333333333333333,0.038,0.169,0.097,0.029,,0.166,,,,,,,,1630688,1610612756
2024,Ivica Zubac,27.0,LAC,68,42,26,0.618,1794.4483333333333,337,519,0,0,120,166,196,430,626,93,22,83,79,794,0.671,0.0,0.3198458574181118,0.117,0.235,0.179,0.075,,0.165,,,,,,,,1627826,1610612746
2024,Izaiah Brockington,24.0,NOP,1,1,0,1.0,3.3833333333333333,2,5,0,1,0,0,1,1,2,0,0,0,0,4,0.4,0.2,0.0,0.125,0.167,0.143,0.0,,0.385,,,,,,,,1631167,1610612740
2024,JD Davison,21.0,BOS,8,8,0,1.0,39.01,5,12,3,7,3,4,2,8,10,10,1,1,2,16,0.581,0.5833333333333334,0.3333333333333333,0.048,0.16,0.109,0.303,,0.16,,,,,,,,1631120,1610612738
2024,JT Thor,21.0,CHA,63,16,47,0.254,780.6266666666667,80,183,28,81,11,20,43,103,146,29,11,27,15,199,0.519,0.4426229508196721,0.1092896174863388,0.053,0.132,0.091,0.052,,0.113,,,,,,,,1630550,1610612766
2024,Ja Morant,24.0,MEM,9,6,3,0.667,317.925,80,170,14,51,52,64,6,44,50,73,7,5,27,226,0.57,0.3,0.3764705882352941,0.019,0.134,0.077,0.384,,0.296,,,,,,,,1629630,1610612763
2024,JaVale McGee,36.0,SAC,46,28,18,0.609,339.3616666666667,79,132,1,7,26,45,42,84,126,17,14,20,34,185,0.609,0.05303030303030303,0.3409090909090909,0.115,0.235,0.175,0.076,,0.214,,,,,,,,201580,1610612758
2024,Jabari Smith Jr.,21.0,HOU,76,39,37,0.513,2423.845,378,833,138,380,150,185,139,477,616,121,52,61,89,1044,0.571,0.4561824729891957,0.22208883553421369,0.053,0.191,0.121,0.071,,0.174,,,,,,,,1631095,1610612745
2024,Jabari Walker,21.0,POR,72,18,54,0.25,1700.5733333333333,234,509,41,139,129,171,151,357,508,71,42,22,66,638,0.546,0.2730844793713163,0.33595284872298625,0.082,0.222,0.147,0.062,,0.159,,,,,,,,1631133,1610612757
2024,Jack White,26.0,MEM,4,0,4,0.0,63.64833333333333,2,16,2,10,0,0,4,8,12,1,4,1,2,6,0.188,0.625,0.0,0.047,0.136,0.083,0.024,,0.11,,,,,,,,1631298,1610612763
2024,Jacob Gilyard,25.0,BKN,41,12,29,0.293,698.405,60,150,51,126,2,2,9,37,46,137,33,5,30,173,0.573,0.84,0.013333333333333334,0.012,0.056,0.033,0.29,,0.112,,,,,,,,1631367,1610612751
2024,Jacob Toppin,24.0,NYK,9,2,7,0.222,38.151666666666664,5,9,1,4,2,2,3,4,7,3,0,1,1,13,0.658,0.4444444444444444,0.2222222222222222,0.077,0.148,0.106,0.143,,0.133,,,,,,,,1631210,1610612752
2024,Jaden Hardy,21.0,DAL,73,44,29,0.603,989.2133333333334,195,479,81,224,59,76,20,111,131,109,22,4,62,530,0.517,0.46764091858037576,0.15866388308977036,0.019,0.11,0.064,0.17,,0.238,,,,,,,,1630702,1610612742
2024,Jaden Ivey,22.0,DET,77,14,63,0.182,2217.4766666666665,417,973,124,369,227,303,86,178,264,296,57,41,190,1185,0.536,0.37923946557040084,0.3114080164439877,0.038,0.081,0.059,0.196,,0.244,,,,,,,,1631093,1610612765
2024,Jaden McDaniels,23.0,MIN,72,48,24,0.667,2105.4533333333334,307,628,86,255,57,79,56,168,224,101,63,42,87,757,0.571,0.40605095541401276,0.12579617834394904,0.028,0.078,0.054,0.067,,0.156,,,,,,,,1630183,1610612750
2024,Jaden Springer,21.0,BOS,49,32,17,0.653,506.995,59,148,10,48,35,42,33,45,78,44,36,15,34,163,0.49,0.32432432432432434,0.28378378378378377,0.064,0.093,0.078,0.121,,0.167,,,,,,,,1630531,1610612738
2024,Jae Crowder,33.0,MIL,50,25,25,0.5,1155.6983333333333,114,270,58,166,26,36,31,130,161,66,38,9,23,312,0.546,0.6148148148148148,0.13333333333333333,0.026,0.113,0.069,0.076,,0.113,,,,,,,,203109,1610612749
2024,Jae'Sean Tate,28.0,HOU,65,32,33,0.492,1031.4566666666667,108,229,23,77,26,39,61,136,197,64,42,15,37,265,0.538,0.33624454148471616,0.1703056768558952,0.055,0.127,0.09,0.085,,0.115,,,,,,,,1630256,1610612745
2024,Jahmi'us Ramsey,23.0,TOR,7,0,7,0.0,121.085,18,41,6,22,5,6,4,18,22,8,7,0,7,47,0.538,0.5365853658536586,0.14634146341463414,0.033,0.13,0.085,0.103,,0.18,,,,,,,,1630186,1610612761
2024,Jaime Jaquez Jr.,23.0,MIA,75,44,31,0.587,2113.195,341,697,65,202,142,175,82,203,285,195,77,20,110,889,0.574,0.2898134863701578,0.25107604017216645,0.039,0.094,0.067,0.137,,0.181,,,,,,,,1631170,1610612748
2024,Jake LaRavia,22.0,MEM,35,8,27,0.229,805.55,118,303,53,156,90,109,51,77,128,58,29,12,45,379,0.54,0.5148514851485149,0.35973597359735976,0.056,0.093,0.074,0.116,,0.201,,,,,,,,1631222,1610612763
2024,Jakob Poeltl,28.0,TOR,50,21,29,0.42,1319.1083333333333,248,378,0,0,59,107,146,283,429,127,35,76,77,555,0.653,0.0,0.2830687830687831,0.11,0.214,0.162,0.131,,0.16,,,,,,,,1627751,1610612761
2024,Jalen Brunson,27.0,NYK,77,49,28,0.636,2726.3033333333333,790,1648,211,526,421,497,43,235,278,519,70,13,186,2212,0.592,0.3191747572815534,0.3015776699029126,0.015,0.088,0.051,0.315,,0.311,,,,,,,,1628973,1610612752
2024,Jalen Crutcher,24.0,NOP,1,1,0,1.0,2.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.167,,,,,,,,1630622,1610612740
2024,Jalen Duren,20.0,DET,61,13,48,0.213,1777.4816666666666,349,564,0,4,143,181,192,517,709,147,33,47,129,841,0.653,0.0070921985815602835,0.32092198581560283,0.105,0.285,0.194,0.123,,0.181,,,,,,,,1631105,1610612765
2024,Jalen Green,22.0,HOU,82,41,41,0.5,2601.3816666666667,563,1332,201,605,283,352,41,382,423,291,66,28,191,1610,0.541,0.4542042042042042,0.26426426426426425,0.015,0.143,0.078,0.17,,0.27,,,,,,,,1630224,1610612745
2024,Jalen Hood-Schifino,21.0,LAL,21,10,11,0.476,108.98333333333333,10,45,2,15,12,20,2,11,13,8,3,2,9,34,0.316,0.3333333333333333,0.4444444444444444,0.017,0.096,0.057,0.129,,0.242,,,,,,,,1641720,1610612747
2024,Jalen Johnson,22.0,ATL,56,27,29,0.482,1888.8666666666666,359,702,71,200,107,147,74,414,488,203,67,47,101,896,0.584,0.2849002849002849,0.2094017094017094,0.036,0.211,0.122,0.154,,0.184,,,,,,,,1630552,1610612737
2024,Jalen McDaniels,26.0,TOR,50,12,38,0.24,538.0066666666667,65,189,12,71,27,37,18,61,79,37,19,6,30,169,0.412,0.37566137566137564,0.19576719576719576,0.031,0.11,0.069,0.105,,0.179,,,,,,,,1629667,1610612761
2024,Jalen Pickett,24.0,DEN,27,20,7,0.741,121.78833333333333,15,35,9,25,3,4,1,13,14,21,4,0,9,42,0.571,0.7142857142857143,0.11428571428571428,0.009,0.1,0.057,0.25,,0.164,,,,,,,,1629618,1610612743
2024,Jalen Slawson,24.0,SAC,12,8,4,0.667,36.975,4,6,0,2,0,0,1,6,7,2,1,1,2,8,0.667,0.3333333333333333,0.0,0.027,0.162,0.095,0.071,,0.088,,,,,,,,1641771,1610612758
2024,Jalen Smith,24.0,IND,61,36,25,0.59,1046.625,234,395,61,144,72,104,112,225,337,63,17,38,44,601,0.682,0.36455696202531646,0.26329113924050634,0.104,0.219,0.16,0.078,,0.187,,,,,,,,1630188,1610612754
2024,Jalen Suggs,23.0,ORL,75,43,32,0.573,2024.59,336,714,153,385,118,156,48,181,229,205,106,47,132,943,0.602,0.5392156862745098,0.2184873949579832,0.024,0.095,0.058,0.147,,0.191,,,,,,,,1630591,1610612753
2024,Jalen Williams,23.0,OKC,71,51,20,0.718,2223.5983333333334,536,993,103,241,180,221,37,245,282,322,80,45,123,1355,0.621,0.24269889224572003,0.22255790533736153,0.017,0.102,0.062,0.202,,0.232,,,,,,,,1631114,1610612760
2024,Jalen Wilson,23.0,BKN,43,14,29,0.326,664.5366666666666,76,179,24,74,38,46,47,84,131,45,11,4,19,214,0.537,0.4134078212290503,0.2569832402234637,0.068,0.128,0.097,0.095,,0.138,,,,,,,,1630592,1610612751
2024,Jamal Cain,25.0,MIA,26,14,12,0.538,259.09166666666664,34,79,11,31,18,23,15,22,37,10,10,5,8,97,0.544,0.3924050632911392,0.2911392405063291,0.058,0.087,0.072,0.056,,0.158,,,,,,,,1631288,1610612748
2024,Jamal Murray,27.0,DEN,59,44,15,0.746,1861.37,474,986,145,341,157,184,42,200,242,384,57,39,125,1250,0.586,0.345841784989858,0.18661257606490872,0.024,0.105,0.066,0.296,,0.273,,,,,,,,1627750,1610612743
2024,Jamaree Bouyea,25.0,SAS,9,2,7,0.222,94.9,10,28,1,9,0,0,3,16,19,11,1,0,9,21,0.375,0.32142857142857145,0.0,0.028,0.17,0.094,0.183,,0.162,,,,,,,,1631123,1610612759
2024,James Bouknight,23.0,CHA,14,0,14,0.0,80.9,18,41,13,30,1,2,1,8,9,6,1,1,2,50,0.597,0.7317073170731707,0.04878048780487805,0.012,0.118,0.06,0.125,,0.24,,,,,,,,1630547,1610612766
2024,James Harden,34.0,LAC,72,46,26,0.639,2469.6683333333335,352,822,186,488,302,344,34,335,369,614,77,57,185,1192,0.612,0.5936739659367397,0.41849148418491483,0.015,0.134,0.077,0.338,,0.202,,,,,,,,201935,1610612746
2024,James Johnson,37.0,IND,9,4,5,0.444,47.195,3,10,0,2,2,2,1,3,4,8,5,1,5,8,0.368,0.2,0.2,0.021,0.075,0.045,0.186,,0.137,,,,,,,,201949,1610612754
2024,James Wiseman,23.0,DET,63,9,54,0.143,1091.0433333333333,187,305,0,2,72,102,110,226,336,54,12,39,66,446,0.637,0.006557377049180328,0.3344262295081967,0.096,0.207,0.15,0.077,,0.158,,,,,,,,1630164,1610612765
2024,Jarace Walker,20.0,IND,33,18,15,0.545,340.42333333333335,45,110,22,55,8,9,12,51,63,40,15,11,17,120,0.527,0.5,0.08181818181818182,0.036,0.159,0.096,0.138,,0.155,,,,,,,,1641716,1610612754
2024,Jared Butler,23.0,WAS,40,6,34,0.15,565.6516666666666,98,201,24,78,31,36,9,49,58,126,29,8,50,251,0.579,0.3880597014925373,0.1791044776119403,0.015,0.083,0.049,0.321,,0.194,,,,,,,,1630215,1610612764
2024,Jared Rhoden,24.0,DET,17,2,15,0.118,245.01666666666668,33,66,12,31,5,8,3,30,33,14,3,13,7,83,0.597,0.4696969696969697,0.12121212121212122,0.012,0.123,0.068,0.085,,0.135,,,,,,,,1631197,1610612765
2024,Jaren Jackson Jr.,24.0,MEM,66,22,44,0.333,2124.18,516,1161,117,366,337,417,85,280,365,154,80,106,160,1486,0.553,0.3152454780361757,0.35917312661498707,0.037,0.132,0.083,0.133,,0.302,,,,,,,,1628991,1610612763
2024,Jarred Vanderbilt,25.0,LAL,29,14,15,0.483,581.2366666666667,59,114,8,27,24,36,41,97,138,36,36,5,28,150,0.578,0.23684210526315788,0.3157894736842105,0.073,0.164,0.12,0.077,,0.111,,,,,,,,1629020,1610612747
2024,Jarrett Allen,26.0,CLE,77,46,31,0.597,2442.0616666666665,519,819,0,6,233,314,243,568,811,210,53,81,121,1271,0.664,0.007326007326007326,0.3833943833943834,0.103,0.231,0.168,0.128,,0.191,,,,,,,,1628386,1610612739
2024,Jason Preston,24.0,UTA,7,2,5,0.286,71.13333333333334,6,19,0,3,0,0,6,11,17,16,2,1,2,12,0.316,0.15789473684210525,0.0,0.082,0.133,0.109,0.25,,0.121,,,,,,,,1630554,1610612762
2024,Javon Freeman-Liberty,24.0,TOR,22,3,19,0.136,403.03833333333336,55,124,10,42,33,36,16,54,70,40,10,4,25,153,0.547,0.3387096774193548,0.2903225806451613,0.038,0.141,0.087,0.143,,0.17,,,,,,,,1631241,1610612761
2024,Javonte Green,30.0,CHI,9,5,4,0.556,230.4,45,75,10,27,10,13,20,47,67,5,10,8,7,110,0.681,0.36,0.17333333333333334,0.09,0.219,0.154,0.027,,0.159,,,,,,,,1629750,1610612741
2024,Javonte Smart,25.0,PHI,1,1,0,1.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,1630606,1610612755
2024,Jaxson Hayes,24.0,LAL,70,41,29,0.586,877.1333333333333,126,175,0,8,51,82,69,142,211,33,34,29,43,303,0.718,0.045714285714285714,0.4685714285714286,0.083,0.149,0.118,0.051,,0.121,,,,,,,,1629637,1610612747
2024,Jay Huff,26.0,DEN,20,16,4,0.8,49.325,9,15,3,9,2,2,2,9,11,2,2,3,1,23,0.724,0.6,0.13333333333333333,0.041,0.167,0.107,0.071,,0.14,,,,,,,,1630643,1610612743
2024,Jaylen Brown,27.0,BOS,70,52,18,0.743,2342.5216666666665,627,1256,145,410,211,300,84,303,387,249,83,37,166,1610,0.58,0.32643312101910826,0.23885350318471338,0.037,0.119,0.08,0.165,,0.283,,,,,,,,1627759,1610612738
2024,Jaylen Nowell,24.0,DET,13,3,10,0.231,213.76333333333332,34,78,6,29,7,9,6,18,24,19,4,2,7,81,0.494,0.3717948717948718,0.11538461538461539,0.026,0.082,0.053,0.137,,0.176,,,,,,,,1629669,1610612765
2024,Jaylin Williams,22.0,OKC,69,48,21,0.696,896.9466666666667,95,228,53,144,33,41,36,198,234,110,28,27,34,276,0.561,0.631578947368421,0.17982456140350878,0.041,0.216,0.131,0.162,,0.133,,,,,,,,1631119,1610612760
2024,Jayson Tatum,26.0,BOS,74,57,17,0.77,2645.213333333333,672,1426,229,609,414,497,67,534,601,364,75,43,188,1987,0.604,0.4270687237026648,0.3485273492286115,0.026,0.187,0.11,0.211,,0.296,,,,,,,,1628369,1610612738
2024,Jeff Dowtin Jr.,27.0,PHI,12,7,5,0.583,142.01666666666668,20,36,9,19,3,4,3,17,20,27,7,1,5,52,0.689,0.5277777777777778,0.1111111111111111,0.02,0.114,0.067,0.262,,0.124,,,,,,,,1630288,1610612755
2024,Jeff Green,37.0,HOU,78,39,39,0.5,1307.3383333333334,167,366,53,160,122,149,46,132,178,70,16,31,46,509,0.59,0.4371584699453552,0.40710382513661203,0.033,0.099,0.065,0.079,,0.152,,,,,,,,201145,1610612745
2024,Jerami Grant,30.0,POR,54,17,37,0.315,1830.1866666666667,383,850,111,276,255,312,37,154,191,152,45,34,116,1132,0.573,0.3247058823529412,0.36705882352941177,0.019,0.087,0.052,0.138,,0.255,,,,,,,,203924,1610612757
2024,Jeremiah Robinson-Earl,23.0,NOP,39,22,17,0.564,334.31333333333333,45,95,13,39,12,16,23,53,76,21,10,4,16,115,0.564,0.4105263157894737,0.16842105263157894,0.067,0.151,0.109,0.091,,0.144,,,,,,,,1630526,1610612740
2024,Jeremy Sochan,21.0,SAS,74,18,56,0.243,2193.095,340,776,70,227,111,144,137,339,476,249,62,40,140,861,0.513,0.2925257731958763,0.18556701030927836,0.06,0.153,0.106,0.161,,0.187,,,,,,,,1631110,1610612759
2024,Jericho Sims,25.0,NYK,45,30,15,0.667,584.7833333333333,38,55,0,0,16,24,56,91,147,25,8,19,16,92,0.702,0.0,0.43636363636363634,0.092,0.153,0.122,0.059,,0.06,,,,,,,,1630579,1610612752
2024,Jermaine Samuels Jr.,25.0,HOU,14,8,6,0.571,60.13166666666667,9,14,0,2,2,2,3,10,13,3,1,2,0,20,0.672,0.14285714285714285,0.14285714285714285,0.05,0.167,0.108,0.06,,0.098,,,,,,,,1631257,1610612745
2024,Jerome Robinson,27.0,GSW,22,17,5,0.773,80.71666666666667,11,33,2,17,7,11,1,5,6,5,1,3,2,31,0.41,0.5151515151515151,0.3333333333333333,0.011,0.057,0.034,0.083,,0.188,,,,,,,,1629010,1610612744
2024,Jett Howard,20.0,ORL,18,9,9,0.5,66.51666666666667,10,30,7,25,2,4,1,6,7,6,2,2,3,29,0.457,0.8333333333333334,0.13333333333333333,0.016,0.082,0.051,0.162,,0.22,,,,,,,,1641724,1610612753
2024,Jevon Carter,28.0,CHI,72,35,37,0.486,1003.6016666666667,138,365,77,234,4,7,11,49,60,94,37,16,36,357,0.485,0.6410958904109589,0.019178082191780823,0.01,0.049,0.029,0.129,,0.168,,,,,,,,1628975,1610612741
2024,Jimmy Butler III,34.0,MIA,60,33,27,0.55,2042.0583333333334,396,793,60,145,394,459,105,213,318,298,79,17,102,1246,0.626,0.1828499369482976,0.5788146279949559,0.054,0.106,0.08,0.228,,0.235,,,,,,,,202710,1610612748
2024,Jock Landale,28.0,HOU,56,28,28,0.5,763.46,106,206,10,40,52,65,88,84,172,65,20,33,31,274,0.584,0.1941747572815534,0.3155339805825243,0.106,0.102,0.104,0.113,,0.139,,,,,,,,1629111,1610612745
2024,Joe Harris,32.0,DET,16,4,12,0.25,169.97833333333332,14,39,10,30,1,2,3,10,13,10,3,2,4,39,0.489,0.7692307692307693,0.05128205128205128,0.017,0.057,0.037,0.079,,0.104,,,,,,,,203925,1610612765
2024,Joe Ingles,36.0,ORL,68,42,26,0.618,1169.0316666666668,99,227,70,161,28,34,18,124,142,203,43,5,67,296,0.612,0.7092511013215859,0.14977973568281938,0.017,0.111,0.064,0.217,,0.111,,,,,,,,204060,1610612753
2024,Joel Embiid,30.0,PHI,39,31,8,0.795,1309.3716666666667,450,851,54,139,399,452,95,335,430,219,46,66,150,1353,0.644,0.16333725029377202,0.5311398354876615,0.074,0.239,0.16,0.315,,0.387,,,,,,,,203954,1610612755
2024,John Collins,26.0,UTA,68,27,41,0.397,1901.06,397,746,86,232,147,185,157,418,575,77,40,61,98,1027,0.621,0.3109919571045576,0.2479892761394102,0.079,0.222,0.149,0.06,,0.199,,,,,,,,1628381,1610612762
2024,John Konchar,28.0,MEM,55,18,37,0.327,1173.5733333333333,88,208,38,120,21,25,72,185,257,110,51,51,46,235,0.537,0.5769230769230769,0.1201923076923077,0.058,0.164,0.108,0.13,,0.096,,,,,,,,1629723,1610612763
