season_end,Player,Age,Tm,GP,W,L,W_PCT,MP,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,PER,WS,OWS,DWS,WS/48,BPM,VORP
2020,Devin Booker,23.0,PHX,70.0,34.0,36.0,0.486,2511.66,627.0,1283.0,141.0,398.0,468.0,509.0,29.0,268.0,297.0,456.0,49.0,18.0,264.0,1863.0,0.618,0.3102104442712393,0.3967264224473889,0.012,0.106,0.059,0.288,,0.294,,,,,,,
2020,Devon Hall,24.0,OKC,11.0,6.0,5.0,0.545,80.73833333333333,6.0,30.0,4.0,17.0,4.0,8.0,2.0,5.0,7.0,13.0,4.0,1.0,5.0,20.0,0.298,0.5666666666666667,0.2666666666666666,0.019,0.06,0.037,0.217,,0.182,,,,,,,
2020,Devontae Cacok,23.0,LAL,1.0,0.0,1.0,0.0,8.866666666666667,3.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,6.0,0.5,0.0,0.0,0.167,0.333,0.238,0.125,,0.222,,,,,,,
2020,Devonte' Graham,25.0,CHA,63.0,23.0,40.0,0.365,2211.2316666666666,368.0,963.0,218.0,585.0,191.0,233.0,42.0,170.0,212.0,471.0,62.0,15.0,181.0,1145.0,0.537,0.6074766355140186,0.2419522326064382,0.018,0.078,0.047,0.345,,0.243,,,,,,,
2020,Dewan Hernandez,23.0,TOR,6.0,6.0,0.0,1.0,28.235,5.0,14.0,1.0,2.0,3.0,5.0,5.0,9.0,14.0,3.0,1.0,0.0,3.0,14.0,0.432,0.1428571428571428,0.3571428571428571,0.172,0.265,0.222,0.125,,0.257,,,,,,,
2020,Dewayne Dedmon,30.0,ATL,44.0,17.0,27.0,0.386,773.655,102.0,255.0,22.0,107.0,30.0,36.0,60.0,189.0,249.0,22.0,25.0,41.0,57.0,256.0,0.473,0.4196078431372549,0.1411764705882353,0.075,0.241,0.157,0.041,,0.179,,,,,,,
2020,Dillon Brooks,24.0,MEM,73.0,34.0,39.0,0.466,2111.9883333333332,435.0,1068.0,147.0,411.0,164.0,203.0,68.0,175.0,243.0,150.0,63.0,27.0,124.0,1181.0,0.51,0.3848314606741573,0.1900749063670412,0.03,0.076,0.054,0.104,,0.247,,,,,,,
2020,Dion Waiters,28.0,LAL,10.0,4.0,6.0,0.4,207.45,41.0,99.0,15.0,47.0,14.0,17.0,2.0,22.0,24.0,20.0,4.0,6.0,16.0,111.0,0.521,0.4747474747474747,0.1717171717171717,0.009,0.102,0.056,0.156,,0.243,,,,,,,
2020,Domantas Sabonis,24.0,IND,62.0,37.0,25.0,0.597,2158.65,458.0,848.0,17.0,67.0,214.0,296.0,189.0,582.0,771.0,310.0,47.0,30.0,170.0,1147.0,0.586,0.0790094339622641,0.3490566037735849,0.089,0.262,0.177,0.215,,0.229,,,,,,,
2020,Donovan Mitchell,23.0,UTA,69.0,43.0,26.0,0.623,2363.9666666666667,602.0,1342.0,173.0,473.0,278.0,322.0,53.0,251.0,304.0,294.0,70.0,14.0,184.0,1655.0,0.558,0.3524590163934426,0.2399403874813711,0.023,0.101,0.064,0.214,,0.303,,,,,,,
2020,Donta Hall,22.0,BKN,9.0,4.0,5.0,0.444,133.14833333333334,15.0,22.0,0.0,0.0,9.0,18.0,14.0,24.0,38.0,4.0,3.0,6.0,5.0,39.0,0.652,0.0,0.8181818181818182,0.093,0.197,0.139,0.048,,0.109,,,,,,,
2020,Donte DiVincenzo,23.0,MIL,66.0,53.0,13.0,0.803,1520.4066666666668,232.0,510.0,83.0,247.0,63.0,86.0,66.0,252.0,318.0,154.0,85.0,20.0,90.0,610.0,0.557,0.4843137254901961,0.1686274509803921,0.041,0.14,0.093,0.134,,0.168,,,,,,,
2020,Dorian Finney-Smith,27.0,DAL,71.0,40.0,31.0,0.563,2119.5383333333334,243.0,522.0,114.0,303.0,78.0,108.0,145.0,260.0,405.0,114.0,45.0,39.0,69.0,678.0,0.595,0.5804597701149425,0.2068965517241379,0.066,0.113,0.09,0.073,,0.128,,,,,,,
2020,Doug McDermott,28.0,IND,69.0,43.0,26.0,0.623,1372.3916666666669,267.0,547.0,128.0,294.0,48.0,58.0,26.0,148.0,174.0,78.0,12.0,5.0,42.0,710.0,0.62,0.5374771480804388,0.1060329067641681,0.018,0.098,0.059,0.081,,0.186,,,,,,,
2020,Dragan Bender,22.0,GSW,16.0,10.0,6.0,0.625,285.55,41.0,92.0,15.0,43.0,10.0,14.0,16.0,57.0,73.0,28.0,4.0,9.0,21.0,107.0,0.545,0.4673913043478261,0.1521739130434782,0.06,0.183,0.126,0.142,,0.18,,,,,,,
2020,Draymond Green,30.0,GSW,43.0,10.0,33.0,0.233,1221.6566666666668,123.0,316.0,36.0,129.0,63.0,83.0,23.0,243.0,266.0,266.0,59.0,33.0,98.0,345.0,0.489,0.4082278481012658,0.2626582278481013,0.018,0.192,0.104,0.31,,0.156,,,,,,,
2020,Drew Eubanks,23.0,SAS,22.0,13.0,9.0,0.591,272.22,43.0,67.0,1.0,1.0,20.0,26.0,28.0,57.0,85.0,15.0,5.0,17.0,21.0,107.0,0.682,0.0149253731343283,0.3880597014925373,0.099,0.203,0.151,0.089,,0.15,,,,,,,
2020,Duncan Robinson,26.0,MIA,73.0,44.0,29.0,0.603,2165.63,323.0,687.0,270.0,606.0,67.0,72.0,10.0,222.0,232.0,102.0,35.0,19.0,70.0,983.0,0.684,0.8820960698689956,0.1048034934497816,0.005,0.099,0.054,0.068,,0.157,,,,,,,
2020,Dusty Hannahs,26.0,MEM,2.0,0.0,2.0,0.0,13.433333333333334,4.0,9.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.607,0.3333333333333333,0.2222222222222222,0.0,0.063,0.032,0.0,,0.286,,,,,,,
2020,Dwayne Bacon,24.0,CHA,39.0,10.0,29.0,0.256,687.3033333333333,85.0,244.0,19.0,67.0,35.0,53.0,15.0,85.0,100.0,52.0,23.0,2.0,37.0,224.0,0.419,0.2745901639344262,0.2172131147540983,0.02,0.124,0.069,0.121,,0.189,,,,,,,
2020,Dwight Howard,34.0,LAL,69.0,52.0,17.0,0.754,1305.7133333333334,202.0,277.0,3.0,5.0,110.0,214.0,172.0,335.0,507.0,45.0,31.0,79.0,84.0,517.0,0.696,0.0180505415162454,0.7725631768953068,0.128,0.257,0.191,0.048,,0.146,,,,,,,
2020,Dwight Powell,28.0,DAL,40.0,25.0,15.0,0.625,1060.5383333333334,146.0,229.0,10.0,39.0,74.0,111.0,75.0,152.0,227.0,59.0,34.0,22.0,36.0,376.0,0.677,0.1703056768558952,0.4847161572052402,0.071,0.132,0.102,0.076,,0.126,,,,,,,
2020,Dzanan Musa,21.0,BKN,40.0,20.0,20.0,0.5,487.215,64.0,172.0,19.0,78.0,45.0,60.0,21.0,65.0,86.0,43.0,15.0,1.0,36.0,192.0,0.484,0.4534883720930232,0.3488372093023256,0.039,0.117,0.079,0.131,,0.193,,,,,,,
2020,E'Twaun Moore,31.0,NOP,56.0,27.0,29.0,0.482,1019.8866666666668,186.0,437.0,63.0,167.0,31.0,45.0,31.0,100.0,131.0,78.0,32.0,11.0,40.0,466.0,0.51,0.3821510297482837,0.102974828375286,0.027,0.095,0.06,0.11,,0.196,,,,,,,
2020,Ed Davis,31.0,UTA,28.0,16.0,12.0,0.571,303.4716666666667,22.0,46.0,0.0,0.0,7.0,14.0,35.0,70.0,105.0,12.0,11.0,9.0,13.0,51.0,0.489,0.0,0.3043478260869565,0.107,0.234,0.168,0.062,,0.092,,,,,,,
2020,Edmond Sumner,24.0,IND,31.0,16.0,15.0,0.516,446.785,61.0,142.0,14.0,53.0,16.0,29.0,11.0,35.0,46.0,55.0,15.0,9.0,22.0,152.0,0.491,0.3732394366197183,0.204225352112676,0.024,0.073,0.049,0.167,,0.167,,,,,,,
2020,Elfrid Payton,26.0,NYK,45.0,17.0,28.0,0.378,1245.8833333333334,193.0,440.0,14.0,69.0,49.0,86.0,52.0,160.0,212.0,323.0,70.0,17.0,96.0,449.0,0.47,0.1568181818181818,0.1954545454545454,0.039,0.126,0.081,0.347,,0.19,,,,,,,
2020,Elie Okobo,22.0,PHX,55.0,23.0,32.0,0.418,718.7066666666667,72.0,181.0,25.0,71.0,50.0,71.0,16.0,74.0,90.0,115.0,24.0,4.0,38.0,219.0,0.516,0.3922651933701657,0.3922651933701657,0.022,0.102,0.061,0.227,,0.147,,,,,,,
2020,Emmanuel Mudiay,24.0,UTA,54.0,34.0,20.0,0.63,849.5966666666667,151.0,327.0,30.0,87.0,63.0,83.0,18.0,108.0,126.0,116.0,24.0,10.0,76.0,395.0,0.543,0.2660550458715596,0.2538226299694189,0.021,0.117,0.071,0.212,,0.218,,,,,,,
2020,Enes Freedom,28.0,BOS,58.0,36.0,22.0,0.621,983.3383333333334,199.0,348.0,1.0,7.0,70.0,99.0,163.0,268.0,431.0,56.0,22.0,41.0,56.0,469.0,0.599,0.0201149425287356,0.2844827586206896,0.158,0.257,0.208,0.084,,0.186,,,,,,,
2020,Eric Bledsoe,30.0,MIL,61.0,48.0,13.0,0.787,1646.2833333333333,334.0,703.0,74.0,215.0,169.0,214.0,43.0,239.0,282.0,328.0,57.0,26.0,148.0,911.0,0.571,0.3058321479374111,0.3044096728307254,0.025,0.121,0.077,0.275,,0.233,,,,,,,
2020,Eric Gordon,31.0,HOU,36.0,21.0,15.0,0.583,1016.205,171.0,463.0,96.0,303.0,82.0,107.0,9.0,62.0,71.0,54.0,23.0,13.0,43.0,520.0,0.51,0.6544276457883369,0.2311015118790496,0.008,0.056,0.032,0.08,,0.215,,,,,,,
2020,Eric Mika,25.0,SAC,1.0,0.0,1.0,0.0,19.041666666666668,2.0,3.0,0.0,0.0,2.0,2.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,6.0,0.773,0.0,0.6666666666666666,0.111,0.263,0.189,0.0,,0.089,,,,,,,
2020,Eric Paschall,23.0,GSW,60.0,14.0,46.0,0.233,1653.795,318.0,640.0,37.0,129.0,164.0,212.0,82.0,193.0,275.0,127.0,32.0,13.0,94.0,837.0,0.571,0.2015625,0.33125,0.047,0.116,0.081,0.126,,0.207,,,,,,,
2020,Ersan Ilyasova,33.0,MIL,63.0,48.0,15.0,0.762,986.3833333333332,146.0,313.0,50.0,137.0,72.0,87.0,62.0,240.0,302.0,49.0,24.0,17.0,34.0,414.0,0.589,0.4376996805111821,0.2779552715654952,0.059,0.212,0.138,0.065,,0.158,,,,,,,
2020,Evan Fournier,27.0,ORL,66.0,28.0,38.0,0.424,2075.64,434.0,929.0,173.0,434.0,180.0,220.0,18.0,153.0,171.0,209.0,71.0,15.0,125.0,1221.0,0.595,0.4671689989235737,0.2368137782561894,0.008,0.074,0.04,0.16,,0.237,,,,,,,
2020,Evan Turner,31.0,MIN,19.0,3.0,16.0,0.158,251.46,25.0,67.0,0.0,5.0,12.0,14.0,8.0,30.0,38.0,38.0,9.0,8.0,26.0,62.0,0.424,0.0746268656716417,0.208955223880597,0.028,0.107,0.067,0.235,,0.154,,,,,,,
2020,Frank Jackson,22.0,NOP,59.0,26.0,33.0,0.441,797.155,134.0,331.0,47.0,144.0,56.0,75.0,22.0,61.0,83.0,61.0,17.0,4.0,49.0,371.0,0.51,0.4350453172205438,0.2265861027190332,0.025,0.07,0.048,0.107,,0.203,,,,,,,
2020,Frank Kaminsky,27.0,PHX,39.0,19.0,20.0,0.487,777.4233333333333,138.0,307.0,41.0,124.0,61.0,90.0,35.0,141.0,176.0,75.0,14.0,10.0,37.0,378.0,0.545,0.4039087947882736,0.2931596091205212,0.043,0.179,0.11,0.144,,0.204,,,,,,,
2020,Frank Mason III,26.0,MIL,9.0,6.0,3.0,0.667,117.925,23.0,51.0,6.0,21.0,10.0,17.0,5.0,14.0,19.0,29.0,5.0,1.0,11.0,62.0,0.53,0.4117647058823529,0.3333333333333333,0.034,0.097,0.066,0.372,,0.228,,,,,,,
2020,Frank Ntilikina,21.0,NYK,57.0,19.0,38.0,0.333,1186.6733333333334,131.0,333.0,44.0,137.0,51.0,59.0,23.0,98.0,121.0,172.0,54.0,16.0,71.0,357.0,0.497,0.4114114114114114,0.1771771771771771,0.018,0.082,0.049,0.209,,0.152,,,,,,,
2020,Fred VanVleet,26.0,TOR,54.0,40.0,14.0,0.741,1928.1533333333336,319.0,773.0,146.0,374.0,168.0,198.0,18.0,185.0,203.0,357.0,100.0,17.0,121.0,952.0,0.553,0.4838292367399741,0.2561448900388098,0.009,0.088,0.05,0.281,,0.218,,,,,,,
2020,Furkan Korkmaz,22.0,PHI,72.0,42.0,30.0,0.583,1558.9133333333334,242.0,563.0,143.0,356.0,77.0,102.0,18.0,150.0,168.0,79.0,41.0,16.0,59.0,704.0,0.579,0.6323268206039077,0.1811722912966252,0.011,0.093,0.052,0.073,,0.177,,,,,,,
2020,Gabe Vincent,24.0,MIA,9.0,5.0,4.0,0.556,82.81166666666667,8.0,37.0,6.0,27.0,0.0,0.0,0.0,5.0,5.0,6.0,5.0,0.0,1.0,22.0,0.297,0.7297297297297297,0.0,0.0,0.053,0.027,0.12,,0.196,,,,,,,
2020,Garrett Temple,34.0,BKN,62.0,30.0,32.0,0.484,1729.7716666666668,222.0,587.0,127.0,386.0,70.0,87.0,29.0,189.0,218.0,156.0,49.0,29.0,62.0,641.0,0.513,0.6575809199318569,0.1482112436115843,0.015,0.096,0.056,0.132,,0.162,,,,,,,
2020,Garrison Mathews,23.0,WAS,18.0,8.0,10.0,0.444,227.39666666666668,24.0,56.0,19.0,46.0,31.0,34.0,6.0,18.0,24.0,10.0,8.0,1.0,8.0,98.0,0.691,0.8214285714285714,0.6071428571428571,0.025,0.075,0.05,0.063,,0.137,,,,,,,
2020,Gary Clark,25.0,ORL,42.0,23.0,19.0,0.548,566.3666666666667,54.0,133.0,39.0,111.0,9.0,10.0,37.0,73.0,110.0,17.0,6.0,22.0,10.0,156.0,0.568,0.8345864661654135,0.075187969924812,0.058,0.116,0.086,0.043,,0.105,,,,,,,
2020,Gary Harris,25.0,DEN,56.0,37.0,19.0,0.661,1780.2,218.0,519.0,70.0,210.0,75.0,92.0,26.0,137.0,163.0,118.0,76.0,14.0,60.0,581.0,0.519,0.4046242774566474,0.1772639691714836,0.015,0.077,0.046,0.091,,0.15,,,,,,,
2020,Gary Payton II,27.0,WAS,29.0,13.0,16.0,0.448,431.78,48.0,116.0,13.0,46.0,4.0,8.0,26.0,54.0,80.0,48.0,33.0,7.0,20.0,113.0,0.473,0.396551724137931,0.0689655172413793,0.053,0.127,0.088,0.158,,0.129,,,,,,,
2020,Gary Trent Jr.,21.0,POR,61.0,29.0,32.0,0.475,1331.996666666667,196.0,441.0,112.0,268.0,37.0,45.0,25.0,75.0,100.0,61.0,48.0,16.0,21.0,541.0,0.587,0.6077097505668935,0.1020408163265306,0.017,0.052,0.035,0.064,,0.15,,,,,,,
2020,George Hill,34.0,MIL,59.0,47.0,12.0,0.797,1271.2016666666666,194.0,376.0,81.0,176.0,85.0,101.0,50.0,127.0,177.0,180.0,47.0,5.0,57.0,554.0,0.659,0.4680851063829787,0.2686170212765957,0.038,0.086,0.063,0.196,,0.152,,,,,,,
2020,Georges Niang,27.0,UTA,66.0,41.0,25.0,0.621,923.1916666666668,141.0,322.0,90.0,225.0,20.0,24.0,15.0,112.0,127.0,44.0,18.0,5.0,30.0,392.0,0.589,0.6987577639751553,0.0745341614906832,0.015,0.117,0.066,0.069,,0.163,,,,,,,
2020,Giannis Antetokounmpo,25.0,MIL,63.0,51.0,12.0,0.81,1916.88,685.0,1238.0,89.0,293.0,398.0,629.0,140.0,716.0,856.0,354.0,61.0,66.0,230.0,1857.0,0.613,0.2366720516962843,0.5080775444264943,0.068,0.307,0.196,0.328,,0.363,,,,,,,
2020,Glenn Robinson III,26.0,PHI,62.0,17.0,45.0,0.274,1786.4316666666666,288.0,592.0,77.0,197.0,74.0,86.0,81.0,189.0,270.0,96.0,54.0,16.0,55.0,727.0,0.577,0.3327702702702703,0.1452702702702702,0.043,0.106,0.074,0.081,,0.16,,,,,,,
2020,Goga Bitadze,20.0,IND,54.0,32.0,22.0,0.593,471.2916666666667,70.0,150.0,8.0,42.0,24.0,33.0,25.0,81.0,106.0,23.0,10.0,37.0,28.0,172.0,0.523,0.28,0.22,0.052,0.146,0.103,0.066,,0.17,,,,,,,
2020,Goran Dragic,34.0,MIA,59.0,37.0,22.0,0.627,1662.8666666666666,319.0,724.0,124.0,338.0,191.0,246.0,29.0,158.0,187.0,301.0,40.0,10.0,144.0,953.0,0.573,0.4668508287292817,0.3397790055248619,0.017,0.09,0.055,0.297,,0.248,,,,,,,
2020,Gordon Hayward,30.0,BOS,52.0,34.0,18.0,0.654,1739.9883333333332,350.0,700.0,85.0,222.0,124.0,145.0,55.0,293.0,348.0,212.0,38.0,22.0,96.0,909.0,0.595,0.3171428571428571,0.2071428571428571,0.031,0.159,0.096,0.178,,0.206,,,,,,,
2020,Gorgui Dieng,30.0,MEM,63.0,20.0,43.0,0.317,1096.496666666667,166.0,364.0,54.0,152.0,78.0,101.0,91.0,263.0,354.0,73.0,51.0,59.0,60.0,464.0,0.568,0.4175824175824176,0.2774725274725275,0.074,0.221,0.146,0.107,,0.175,,,,,,,
2020,Grant Williams,21.0,BOS,69.0,47.0,22.0,0.681,1043.2233333333334,87.0,211.0,24.0,96.0,39.0,54.0,59.0,119.0,178.0,68.0,30.0,36.0,50.0,237.0,0.505,0.4549763033175355,0.2559241706161137,0.053,0.106,0.079,0.085,,0.112,,,,,,,
2020,Grayson Allen,24.0,MEM,38.0,16.0,22.0,0.421,718.47,117.0,251.0,57.0,141.0,39.0,45.0,8.0,77.0,85.0,52.0,10.0,2.0,33.0,330.0,0.609,0.5617529880478087,0.1792828685258964,0.01,0.103,0.056,0.104,,0.171,,,,,,,
2020,Hamidou Diallo,21.0,OKC,46.0,25.0,21.0,0.543,895.5866666666667,132.0,296.0,16.0,57.0,38.0,63.0,44.0,123.0,167.0,36.0,37.0,9.0,51.0,318.0,0.491,0.1925675675675675,0.2128378378378378,0.046,0.124,0.086,0.06,,0.173,,,,,,,
2020,Harrison Barnes,28.0,SAC,72.0,31.0,41.0,0.431,2481.615,365.0,793.0,102.0,268.0,214.0,267.0,77.0,278.0,355.0,159.0,43.0,12.0,88.0,1046.0,0.574,0.3379571248423707,0.3366960907944514,0.03,0.111,0.07,0.092,,0.172,,,,,,,
2020,Harry Giles III,22.0,SAC,46.0,22.0,24.0,0.478,667.0033333333333,139.0,251.0,0.0,2.0,38.0,49.0,43.0,145.0,188.0,60.0,22.0,18.0,44.0,316.0,0.58,0.0079681274900398,0.1952191235059761,0.065,0.241,0.149,0.135,,0.206,,,,,,,
2020,Hassan Whiteside,31.0,POR,67.0,34.0,33.0,0.507,2008.0833333333333,436.0,702.0,4.0,7.0,164.0,239.0,258.0,647.0,905.0,78.0,26.0,196.0,120.0,1040.0,0.644,0.0099715099715099,0.3404558404558404,0.123,0.294,0.211,0.058,,0.192,,,,,,,
2020,Henry Ellenson,23.0,BKN,5.0,2.0,3.0,0.4,15.116666666666667,1.0,7.0,0.0,4.0,0.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,2.0,0.143,0.5714285714285714,0.0,0.111,0.19,0.154,0.125,,0.159,,,,,,,
2020,Ian Mahinmi,33.0,WAS,38.0,15.0,23.0,0.395,807.825,104.0,210.0,5.0,26.0,70.0,113.0,78.0,140.0,218.0,49.0,31.0,44.0,45.0,283.0,0.545,0.1238095238095238,0.5380952380952381,0.089,0.176,0.13,0.084,,0.154,,,,,,,
2020,Ignas Brazdeikis,21.0,NYK,9.0,1.0,8.0,0.111,53.25,6.0,22.0,1.0,9.0,4.0,5.0,2.0,3.0,5.0,4.0,0.0,1.0,2.0,17.0,0.351,0.4090909090909091,0.2272727272727272,0.036,0.068,0.051,0.114,,0.218,,,,,,,
2020,Iman Shumpert,30.0,BKN,13.0,9.0,4.0,0.692,240.64333333333337,21.0,64.0,8.0,33.0,4.0,7.0,9.0,25.0,34.0,12.0,12.0,2.0,10.0,54.0,0.403,0.515625,0.109375,0.035,0.092,0.064,0.078,,0.134,,,,,,,
2020,Isaac Bonga,20.0,WAS,66.0,22.0,44.0,0.333,1249.6516666666666,118.0,234.0,25.0,71.0,69.0,85.0,71.0,151.0,222.0,76.0,45.0,22.0,58.0,330.0,0.608,0.3034188034188034,0.3632478632478632,0.052,0.121,0.085,0.081,,0.106,,,,,,,
2020,Isaiah Hartenstein,22.0,HOU,23.0,16.0,7.0,0.696,266.02166666666665,44.0,67.0,0.0,5.0,19.0,28.0,29.0,61.0,90.0,18.0,9.0,12.0,16.0,107.0,0.674,0.0746268656716417,0.417910447761194,0.107,0.2,0.156,0.095,,0.144,,,,,,,
2020,Isaiah Roby,22.0,OKC,3.0,2.0,1.0,0.667,11.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.167,0.08,0.0,,0.071,,,,,,,
2020,Isaiah Thomas,31.0,WAS,40.0,14.0,26.0,0.35,924.6766666666666,174.0,426.0,78.0,189.0,62.0,76.0,11.0,57.0,68.0,146.0,13.0,6.0,77.0,488.0,0.531,0.4436619718309859,0.1784037558685446,0.011,0.063,0.036,0.224,,0.236,,,,,,,
2020,Ish Smith,31.0,WAS,68.0,23.0,45.0,0.338,1786.92,308.0,689.0,62.0,169.0,62.0,86.0,30.0,189.0,219.0,334.0,59.0,30.0,95.0,740.0,0.509,0.2452830188679245,0.1248185776487663,0.015,0.103,0.057,0.266,,0.186,,,,,,,
2020,Ivica Zubac,23.0,LAC,72.0,49.0,23.0,0.681,1326.0,236.0,385.0,0.0,2.0,124.0,166.0,197.0,346.0,543.0,82.0,16.0,66.0,61.0,596.0,0.651,0.0051948051948051,0.4311688311688311,0.14,0.24,0.191,0.091,,0.163,,,,,,,
2020,J.J. Barea,36.0,DAL,29.0,15.0,14.0,0.517,449.6816666666667,85.0,207.0,32.0,85.0,20.0,22.0,10.0,43.0,53.0,112.0,5.0,2.0,38.0,222.0,0.512,0.4106280193236715,0.1062801932367149,0.022,0.097,0.058,0.365,,0.245,,,,,,,
2020,J.P. Macura,25.0,CLE,1.0,1.0,0.0,1.0,0.6233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,
2020,JJ Redick,36.0,NOP,60.0,26.0,34.0,0.433,1580.9666666666667,286.0,631.0,180.0,397.0,165.0,185.0,10.0,141.0,151.0,119.0,20.0,10.0,75.0,917.0,0.644,0.6291600633914421,0.2931854199683043,0.006,0.083,0.045,0.107,,0.197,,,,,,,
2020,JR Smith,34.0,LAL,6.0,2.0,4.0,0.333,78.90333333333334,7.0,22.0,1.0,11.0,2.0,2.0,0.0,5.0,5.0,3.0,1.0,0.0,4.0,17.0,0.372,0.5,0.0909090909090909,0.0,0.06,0.032,0.056,,0.144,,,,,,,
2020,Ja Morant,20.0,MEM,67.0,33.0,34.0,0.493,2074.3233333333333,447.0,937.0,60.0,179.0,239.0,308.0,51.0,208.0,259.0,488.0,58.0,18.0,220.0,1193.0,0.556,0.1910352187833511,0.3287086446104589,0.024,0.09,0.059,0.354,,0.256,,,,,,,
2020,JaKarr Sampson,27.0,IND,34.0,21.0,13.0,0.618,470.645,68.0,115.0,2.0,13.0,18.0,27.0,20.0,68.0,88.0,21.0,16.0,12.0,15.0,156.0,0.615,0.1130434782608695,0.2347826086956521,0.042,0.141,0.092,0.058,,0.126,,,,,,,
2020,JaMychal Green,30.0,LAC,63.0,43.0,20.0,0.683,1307.0416666666667,151.0,352.0,92.0,238.0,36.0,48.0,77.0,311.0,388.0,49.0,29.0,24.0,54.0,430.0,0.576,0.6761363636363636,0.1363636363636363,0.055,0.209,0.134,0.051,,0.132,,,,,,,
2020,JaVale McGee,32.0,LAL,68.0,51.0,17.0,0.75,1130.0916666666667,195.0,306.0,3.0,6.0,53.0,82.0,125.0,265.0,390.0,37.0,36.0,94.0,55.0,446.0,0.652,0.0196078431372549,0.2679738562091503,0.111,0.218,0.166,0.044,,0.145,,,,,,,
2020,Jabari Parker,25.0,SAC,38.0,9.0,29.0,0.237,917.8116666666666,219.0,429.0,32.0,119.0,61.0,81.0,61.0,153.0,214.0,68.0,45.0,16.0,64.0,531.0,0.571,0.2773892773892774,0.1888111888111888,0.065,0.17,0.116,0.11,,0.233,,,,,,,
2020,Jacob Evans,23.0,MIN,29.0,8.0,21.0,0.276,418.12,45.0,134.0,13.0,39.0,25.0,29.0,9.0,32.0,41.0,31.0,11.0,12.0,25.0,128.0,0.436,0.291044776119403,0.2164179104477611,0.019,0.077,0.046,0.12,,0.167,,,,,,,
2020,Jae Crowder,29.0,MIA,65.0,29.0,36.0,0.446,1874.7316666666663,226.0,563.0,135.0,394.0,97.0,125.0,52.0,332.0,384.0,161.0,72.0,24.0,69.0,684.0,0.553,0.6998223801065719,0.2220248667850799,0.026,0.169,0.098,0.117,,0.152,,,,,,,
2020,Jahlil Okafor,24.0,NOP,30.0,9.0,21.0,0.3,466.94166666666666,101.0,162.0,1.0,3.0,40.0,62.0,48.0,79.0,127.0,37.0,7.0,22.0,38.0,243.0,0.642,0.0185185185185185,0.382716049382716,0.094,0.164,0.128,0.121,,0.195,,,,,,,
2020,Jake Layman,26.0,MIN,23.0,11.0,12.0,0.478,505.1766666666667,81.0,179.0,24.0,72.0,24.0,32.0,17.0,40.0,57.0,15.0,17.0,10.0,24.0,210.0,0.544,0.4022346368715084,0.1787709497206704,0.03,0.075,0.052,0.041,,0.165,,,,,,,
2020,Jakob Poeltl,24.0,SAS,66.0,30.0,36.0,0.455,1171.1166666666666,166.0,266.0,0.0,0.0,40.0,86.0,131.0,244.0,375.0,116.0,37.0,95.0,54.0,372.0,0.612,0.0,0.3233082706766917,0.108,0.194,0.152,0.126,,0.125,,,,,,,
2020,Jalen Brunson,23.0,DAL,57.0,34.0,23.0,0.596,1022.0733333333334,181.0,388.0,43.0,120.0,61.0,75.0,22.0,112.0,134.0,188.0,22.0,4.0,66.0,466.0,0.553,0.3092783505154639,0.1932989690721649,0.021,0.1,0.061,0.265,,0.199,,,,,,,
2020,Jalen Lecque,20.0,PHX,5.0,2.0,3.0,0.4,31.60333333333333,4.0,10.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,10.0,0.46,0.4,0.2,0.0,0.057,0.03,0.118,,0.186,,,,,,,
2020,Jalen McDaniels,22.0,CHA,16.0,7.0,9.0,0.438,293.32166666666666,33.0,70.0,9.0,24.0,14.0,17.0,15.0,50.0,65.0,13.0,8.0,3.0,11.0,89.0,0.574,0.3428571428571428,0.2428571428571428,0.05,0.172,0.11,0.069,,0.131,,,,,,,
2020,Jamal Crawford,40.0,BKN,1.0,1.0,0.0,1.0,5.966666666666667,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.625,0.5,0.0,0.0,0.0,0.0,0.5,,0.235,,,,,,,
2020,Jamal Murray,23.0,DEN,59.0,38.0,21.0,0.644,1903.4816666666663,408.0,894.0,112.0,324.0,163.0,185.0,45.0,191.0,236.0,284.0,67.0,17.0,127.0,1091.0,0.559,0.3624161073825503,0.2069351230425055,0.024,0.101,0.063,0.228,,0.248,,,,,,,
